year,age,population_group,educational_attainment_4_groups,population
2011,45,Black African,Secondary,70725
2011,45,Black African,Higher,36847
2011,45,Coloured,No schooling/less than primary,12549
2011,45,Coloured,Primary,30871
2011,45,Coloured,Secondary,11523
2011,45,Coloured,Higher,5021
2011,45,Indian or Asian,No schooling/less than primary,951
2011,45,Indian or Asian,Primary,5527
2011,45,Indian or Asian,Secondary,7278
2011,45,Indian or Asian,Higher,4054
2011,45,White,No schooling/less than primary,1044
2011,45,White,Primary,10944
2011,45,White,Secondary,23505
2011,45,White,Higher,27117
2011,46,Black African,No schooling/less than primary,121601
2011,46,Black African,Primary,156908
2011,46,Black African,Secondary,65525
2011,46,Black African,Higher,34624
2011,46,Coloured,No schooling/less than primary,12433
2011,46,Coloured,Primary,30553
2011,46,Coloured,Secondary,10555
2011,46,Coloured,Higher,4701
2011,46,Indian or Asian,No schooling/less than primary,1027
2011,46,Indian or Asian,Primary,5458
2011,46,Indian or Asian,Secondary,6729
2011,46,Indian or Asian,Higher,3763
2011,46,White,No schooling/less than primary,1005
2011,46,White,Primary,11416
2011,46,White,Secondary,23669
2011,46,White,Higher,26816
2011,47,Black African,No schooling/less than primary,129507
2011,47,Black African,Primary,156798
2011,47,Black African,Secondary,60625
2011,47,Black African,Higher,32831
2011,47,Coloured,No schooling/less than primary,12972
2011,47,Coloured,Primary,31058
2011,47,Coloured,Secondary,9906
2011,47,Coloured,Higher,4541
2011,47,Indian or Asian,No schooling/less than primary,1025
2011,47,Indian or Asian,Primary,5762
2011,47,Indian or Asian,Secondary,6614
2011,47,Indian or Asian,Higher,3640
2011,47,White,No schooling/less than primary,1021
2011,47,White,Primary,11952
2011,47,White,Secondary,23943
2011,47,White,Higher,26990
2011,48,Black African,No schooling/less than primary,139080
2011,48,Black African,Primary,155764
2011,48,Black African,Secondary,55428
2011,48,Black African,Higher,30161
2011,48,Coloured,No schooling/less than primary,13729
2011,48,Coloured,Primary,30354
2011,48,Coloured,Secondary,9165
2011,48,Coloured,Higher,4147
2011,48,Indian or Asian,No schooling/less than primary,1192
2011,48,Indian or Asian,Primary,5677
2011,48,Indian or Asian,Secondary,6248
2011,48,Indian or Asian,Higher,3344
2011,48,White,No schooling/less than primary,1092
2011,48,White,Primary,11791
2011,48,White,Secondary,23832
2011,48,White,Higher,26475
2011,49,Black African,No schooling/less than primary,136116
2011,49,Black African,Primary,142290
2011,49,Black African,Secondary,49381
2011,49,Black African,Higher,28065
2011,49,Coloured,No schooling/less than primary,13809
2011,49,Coloured,Primary,29392
2011,49,Coloured,Secondary,8646
2011,49,Coloured,Higher,4137
2011,49,Indian or Asian,No schooling/less than primary,1172
2011,49,Indian or Asian,Primary,5595
2011,49,Indian or Asian,Secondary,6076
2011,49,Indian or Asian,Higher,3063
2011,49,White,No schooling/less than primary,1101
2011,49,White,Primary,11861
2011,49,White,Secondary,24893
2011,49,White,Higher,26209
2011,50,Black African,No schooling/less than primary,120217
2011,50,Black African,Primary,118736
2011,50,Black African,Secondary,40651
2011,50,Black African,Higher,25021
2011,50,Coloured,No schooling/less than primary,14162
2011,50,Coloured,Primary,28524
2011,50,Coloured,Secondary,8117
2011,50,Coloured,Higher,3900
2011,50,Indian or Asian,No schooling/less than primary,1395
2011,50,Indian or Asian,Primary,5972
2011,50,Indian or Asian,Secondary,5827
2011,50,Indian or Asian,Higher,3074
2011,50,White,No schooling/less than primary,1085
2011,50,White,Primary,12279
2011,50,White,Secondary,25394
2011,50,White,Higher,26610
2011,51,Black African,No schooling/less than primary,144668
2011,51,Black African,Primary,132705
2011,51,Black African,Secondary,40655
2011,51,Black African,Higher,24724
2011,51,Coloured,No schooling/less than primary,14146
2011,51,Coloured,Primary,26813
2011,51,Coloured,Secondary,7063
2011,51,Coloured,Higher,3656
2011,51,Indian or Asian,No schooling/less than primary,1399
2011,51,Indian or Asian,Primary,6068
2011,51,Indian or Asian,Secondary,5130
2011,51,Indian or Asian,Higher,2754
2011,51,White,No schooling/less than primary,1111
2011,51,White,Primary,12285
2011,51,White,Secondary,24815
2011,51,White,Higher,25711
2011,52,Black African,No schooling/less than primary,132300
2011,52,Black African,Primary,115076
2011,52,Black African,Secondary,33818
2011,52,Black African,Higher,21636
2011,52,Coloured,No schooling/less than primary,13382
2011,52,Coloured,Primary,25103
2011,52,Coloured,Secondary,6187
2011,52,Coloured,Higher,3306
2011,52,Indian or Asian,No schooling/less than primary,1428
2011,52,Indian or Asian,Primary,6202
2011,52,Indian or Asian,Secondary,4774
2011,52,Indian or Asian,Higher,2424
2011,52,White,No schooling/less than primary,1088
2011,52,White,Primary,12958
2011,52,White,Secondary,23603
2011,52,White,Higher,25979
2011,53,Black African,No schooling/less than primary,143415
2011,53,Black African,Primary,116419
2011,53,Black African,Secondary,30922
2011,53,Black African,Higher,20542
2011,53,Coloured,No schooling/less than primary,13550
2011,53,Coloured,Primary,24393
2011,53,Coloured,Secondary,5541
2011,53,Coloured,Higher,3145
2011,53,Indian or Asian,No schooling/less than primary,1517
2011,53,Indian or Asian,Primary,6249
2011,53,Indian or Asian,Secondary,4335
2011,53,Indian or Asian,Higher,2287
2011,53,White,No schooling/less than primary,1218
2011,53,White,Primary,13673
2011,53,White,Secondary,22703
2011,53,White,Higher,25094
2011,54,Black African,No schooling/less than primary,126911
2011,54,Black African,Primary,100362
2011,54,Black African,Secondary,25649
2011,54,Black African,Higher,17568
2011,54,Coloured,No schooling/less than primary,12817
2011,54,Coloured,Primary,22752
2011,54,Coloured,Secondary,4895
2011,54,Coloured,Higher,2649
2011,54,Indian or Asian,No schooling/less than primary,1582
2011,54,Indian or Asian,Primary,6123
2011,54,Indian or Asian,Secondary,4014
2011,54,Indian or Asian,Higher,1979
2011,54,White,No schooling/less than primary,1196
2011,54,White,Primary,13654
2011,54,White,Secondary,21685
2011,54,White,Higher,23812
2011,55,Black African,No schooling/less than primary,128604
2011,55,Black African,Primary,93536
2011,55,Black African,Secondary,22746
2011,55,Black African,Higher,16578
2011,55,Coloured,No schooling/less than primary,12100
2011,55,Coloured,Primary,21112
2011,55,Coloured,Secondary,4406
2011,55,Coloured,Higher,2560
2011,55,Indian or Asian,No schooling/less than primary,1751
2011,55,Indian or Asian,Primary,6192
2011,55,Indian or Asian,Secondary,3863
2011,55,Indian or Asian,Higher,1847
2011,55,White,No schooling/less than primary,1123
2011,55,White,Primary,14130
2011,55,White,Secondary,22063
2011,55,White,Higher,22632
2011,56,Black African,No schooling/less than primary,126496
2011,56,Black African,Primary,85665
2011,56,Black African,Secondary,20041
2011,56,Black African,Higher,14491
2011,56,Coloured,No schooling/less than primary,12328
2011,56,Coloured,Primary,20216
2011,56,Coloured,Secondary,3932
2011,56,Coloured,Higher,2329
2011,56,Indian or Asian,No schooling/less than primary,1799
2011,56,Indian or Asian,Primary,6087
2011,56,Indian or Asian,Secondary,3639
2011,56,Indian or Asian,Higher,1803
2011,56,White,No schooling/less than primary,1240
2011,56,White,Primary,14164
2011,56,White,Secondary,21679
2011,56,White,Higher,22461
2011,57,Black African,No schooling/less than primary,124675
2011,57,Black African,Primary,82363
2011,57,Black African,Secondary,17423
2011,57,Black African,Higher,12895
2011,57,Coloured,No schooling/less than primary,11588
2011,57,Coloured,Primary,18713
2011,57,Coloured,Secondary,3586
2011,57,Coloured,Higher,2029
2011,57,Indian or Asian,No schooling/less than primary,1818
2011,57,Indian or Asian,Primary,5876
2011,57,Indian or Asian,Secondary,3448
2011,57,Indian or Asian,Higher,1581
2011,57,White,No schooling/less than primary,1151
2011,57,White,Primary,13937
2011,57,White,Secondary,20642
2011,57,White,Higher,21140
2011,58,Black African,No schooling/less than primary,129401
2011,58,Black African,Primary,80228
2011,58,Black African,Secondary,16004
2011,58,Black African,Higher,11420
2011,58,Coloured,No schooling/less than primary,11892
2011,58,Coloured,Primary,17713
2011,58,Coloured,Secondary,3240
2011,58,Coloured,Higher,1831
2011,58,Indian or Asian,No schooling/less than primary,1942
2011,58,Indian or Asian,Primary,5943
2011,58,Indian or Asian,Secondary,3021
2011,58,Indian or Asian,Higher,1479
2011,58,White,No schooling/less than primary,1206
2011,58,White,Primary,13985
2011,58,White,Secondary,20551
2011,58,White,Higher,20177
2011,59,Black African,No schooling/less than primary,136704
2011,59,Black African,Primary,78037
2011,59,Black African,Secondary,14698
2011,59,Black African,Higher,10412
2011,59,Coloured,No schooling/less than primary,12188
2011,59,Coloured,Primary,17166
2011,59,Coloured,Secondary,2933
2011,59,Coloured,Higher,1729
2011,59,Indian or Asian,No schooling/less than primary,2091
2011,59,Indian or Asian,Primary,5879
2011,59,Indian or Asian,Secondary,2908
2011,59,Indian or Asian,Higher,1397
2011,59,White,No schooling/less than primary,1184
2011,59,White,Primary,13816
2011,59,White,Secondary,20284
2011,59,White,Higher,19617
2011,60,Black African,No schooling/less than primary,111265
2011,60,Black African,Primary,57458
2011,60,Black African,Secondary,10866
2011,60,Black African,Higher,7774
2011,60,Coloured,No schooling/less than primary,11411
2011,60,Coloured,Primary,15515
2011,60,Coloured,Secondary,2675
2011,60,Coloured,Higher,1517
2011,60,Indian or Asian,No schooling/less than primary,2322
2011,60,Indian or Asian,Primary,5622
2011,60,Indian or Asian,Secondary,2790
2011,60,Indian or Asian,Higher,1300
2011,60,White,No schooling/less than primary,1201
2011,60,White,Primary,14016
2011,60,White,Secondary,20843
2011,60,White,Higher,18750
2011,61,Black African,No schooling/less than primary,131726
2011,61,Black African,Primary,63826
2011,61,Black African,Secondary,10646
2011,61,Black African,Higher,7457
2011,61,Coloured,No schooling/less than primary,10622
2011,61,Coloured,Primary,14557
2011,61,Coloured,Secondary,2335
2011,61,Coloured,Higher,1162
2011,61,Indian or Asian,No schooling/less than primary,2390
2011,61,Indian or Asian,Primary,5371
2011,61,Indian or Asian,Secondary,2477
2011,61,Indian or Asian,Higher,1180
2011,61,White,No schooling/less than primary,1211
2011,61,White,Primary,13472
2011,61,White,Secondary,19888
2011,61,White,Higher,17528
2011,62,Black African,No schooling/less than primary,109792
2011,62,Black African,Primary,54133
2011,62,Black African,Secondary,8758
2011,62,Black African,Higher,6178
2011,62,Coloured,No schooling/less than primary,9694
2011,62,Coloured,Primary,13347
2011,62,Coloured,Secondary,2099
2011,62,Coloured,Higher,1124
2011,62,Indian or Asian,No schooling/less than primary,2423
2011,62,Indian or Asian,Primary,5037
2011,62,Indian or Asian,Secondary,2134
2011,62,Indian or Asian,Higher,1093
2011,62,White,No schooling/less than primary,1281
2011,62,White,Primary,14033
2011,62,White,Secondary,20064
2011,62,White,Higher,17153
2011,63,Black African,No schooling/less than primary,106094
2011,63,Black African,Primary,51524
2011,63,Black African,Secondary,8069
2011,63,Black African,Higher,5582
2011,63,Coloured,No schooling/less than primary,9761
2011,63,Coloured,Primary,13278
2011,63,Coloured,Secondary,1902
2011,63,Coloured,Higher,971
2011,63,Indian or Asian,No schooling/less than primary,2574
2011,63,Indian or Asian,Primary,4689
2011,63,Indian or Asian,Secondary,2100
2011,63,Indian or Asian,Higher,1008
2011,63,White,No schooling/less than primary,1242
2011,63,White,Primary,14103
2011,63,White,Secondary,20352
2011,63,White,Higher,17230
2011,64,Black African,No schooling/less than primary,94927
2011,64,Black African,Primary,44140
2011,64,Black African,Secondary,6898
2011,64,Black African,Higher,4630
2011,64,Coloured,No schooling/less than primary,8739
2011,64,Coloured,Primary,11676
2011,64,Coloured,Secondary,1674
2011,64,Coloured,Higher,923
2011,64,Indian or Asian,No schooling/less than primary,2622
2011,64,Indian or Asian,Primary,4559
2011,64,Indian or Asian,Secondary,1780
2011,64,Indian or Asian,Higher,920
2011,64,White,No schooling/less than primary,1218
2011,64,White,Primary,14038
2011,64,White,Secondary,20082
2011,64,White,Higher,16925
2011,65,Black African,No schooling/less than primary,84489
2011,65,Black African,Primary,39031
2011,65,Black African,Secondary,5966
2011,65,Black African,Higher,4017
2011,65,Coloured,No schooling/less than primary,8151
2011,65,Coloured,Primary,10558
2011,65,Coloured,Secondary,1530
2011,65,Coloured,Higher,766
2011,65,Indian or Asian,No schooling/less than primary,2669
2011,65,Indian or Asian,Primary,4162
2011,65,Indian or Asian,Secondary,1621
2011,65,Indian or Asian,Higher,777
2011,65,White,No schooling/less than primary,1216
2011,65,White,Primary,13729
2011,65,White,Secondary,18961
2011,65,White,Higher,15477
2011,66,Black African,No schooling/less than primary,76909
2011,66,Black African,Primary,33658
2011,66,Black African,Secondary,4948
2011,66,Black African,Higher,3235
2011,66,Coloured,No schooling/less than primary,7237
2011,66,Coloured,Primary,9002
2011,66,Coloured,Secondary,1264
2011,66,Coloured,Higher,619
2011,66,Indian or Asian,No schooling/less than primary,2343
2011,66,Indian or Asian,Primary,3434
2011,66,Indian or Asian,Secondary,1410
2011,66,Indian or Asian,Higher,676
2011,66,White,No schooling/less than primary,1119
2011,66,White,Primary,12929
2011,66,White,Secondary,17280
2011,66,White,Higher,13546
2011,67,Black African,No schooling/less than primary,73535
2011,67,Black African,Primary,29695
2011,67,Black African,Secondary,4414
2011,67,Black African,Higher,2937
2011,67,Coloured,No schooling/less than primary,6776
2011,67,Coloured,Primary,8058
2011,67,Coloured,Secondary,1062
2011,67,Coloured,Higher,600
2011,67,Indian or Asian,No schooling/less than primary,2341
2011,67,Indian or Asian,Primary,3259
2011,67,Indian or Asian,Secondary,1213
2011,67,Indian or Asian,Higher,551
2011,67,White,No schooling/less than primary,1090
2011,67,White,Primary,13126
2011,67,White,Secondary,16959
2011,67,White,Higher,13808
2011,68,Black African,No schooling/less than primary,74506
2011,68,Black African,Primary,29047
2011,68,Black African,Secondary,4185
2011,68,Black African,Higher,2714
2011,68,Coloured,No schooling/less than primary,5993
2011,68,Coloured,Primary,7095
2011,68,Coloured,Secondary,983
2011,68,Coloured,Higher,536
2011,68,Indian or Asian,No schooling/less than primary,2308
2011,68,Indian or Asian,Primary,2978
2011,68,Indian or Asian,Secondary,1022
2011,68,Indian or Asian,Higher,544
2011,68,White,No schooling/less than primary,1100
2011,68,White,Primary,12252
2011,68,White,Secondary,15205
2011,68,White,Higher,11958
2011,69,Black African,No schooling/less than primary,82962
2011,69,Black African,Primary,29926
2011,69,Black African,Secondary,4155
2011,69,Black African,Higher,2506
2011,69,Coloured,No schooling/less than primary,6238
2011,69,Coloured,Primary,6718
2011,69,Coloured,Secondary,903
2011,69,Coloured,Higher,477
2011,69,Indian or Asian,No schooling/less than primary,2193
2011,69,Indian or Asian,Primary,2807
2011,69,Indian or Asian,Secondary,904
2011,69,Indian or Asian,Higher,408
2011,69,White,No schooling/less than primary,1075
2011,69,White,Primary,12004
2011,69,White,Secondary,14183
2011,69,White,Higher,11013
2011,70,Black African,No schooling/less than primary,69406
2011,70,Black African,Primary,21891
2011,70,Black African,Secondary,3368
2011,70,Black African,Higher,2050
2011,70,Coloured,No schooling/less than primary,5577
2011,70,Coloured,Primary,6186
2011,70,Coloured,Secondary,908
2011,70,Coloured,Higher,457
2011,70,Indian or Asian,No schooling/less than primary,2094
2011,70,Indian or Asian,Primary,2430
2011,70,Indian or Asian,Secondary,873
2011,70,Indian or Asian,Higher,437
2011,70,White,No schooling/less than primary,1184
2011,70,White,Primary,12122
2011,70,White,Secondary,13284
2011,70,White,Higher,10392
2011,71,Black African,No schooling/less than primary,101241
